Simpoints,Weight,INST_LOST_WAIT_FOR_ICACHE_MISS_NOT_PREFETCHED_val,INST_LOST_WAIT_FOR_ICACHE_MISS_NOT_PREFETCHED_w_val,INST_LOST_WAIT_FOR_ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_IFETCH_val,INST_LOST_WAIT_FOR_ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_IFETCH_w_val,INST_LOST_WAIT_FOR_ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_FDIP_val,INST_LOST_WAIT_FOR_ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_FDIP_w_val,INST_LOST_WAIT_FOR_ICACHE_MISS_MSHR_HIT_PREF_OFFPATH_val,INST_LOST_WAIT_FOR_ICACHE_MISS_MSHR_HIT_PREF_OFFPATH_w_val,INST_LOST_WAIT_FOR_ICACHE_MISS_MSHR_HIT_PREF_ONPATH_val,INST_LOST_WAIT_FOR_ICACHE_MISS_MSHR_HIT_PREF_ONPATH_w_val
2766,217.447,0,0.0,0,0.0,0,0.0,515,111985.205,95745,20819463.015
2298,16.1495,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
2235,73.9095,0,0.0,0,0.0,0,0.0,230,16999.184999999998,23040,1702874.88
562,151.883,0,0.0,0,0.0,0,0.0,2930,445017.19,153255,23276829.165000003
2322,74.3347,0,0.0,0,0.0,0,0.0,495,36795.6765,8545,635190.0115
533,77.6496,5075,394071.72000000003,0,0.0,0,0.0,21605,1677619.6080000002,489760,38029668.096
655,136.191,0,0.0,0,0.0,0,0.0,2225,303024.975,61720,8405708.52
414,208.958,9760,2039430.08,0,0.0,0,0.0,23225,4853049.55,1781730,372306737.34
253,149.505,0,0.0,0,0.0,0,0.0,3760,562138.7999999999,397470,59423752.35
853,129.616,0,0.0,0,0.0,0,0.0,2580,334409.28,42310,5484052.960000001
907,262.418,0,0.0,0,0.0,0,0.0,2665,699343.97,77195,20257357.51
1114,12.9007,0,0.0,0,0.0,0,0.0,0,0.0,3570,46055.499
939,1055.11,0,0.0,0,0.0,0,0.0,28900,30492678.999999996,2140675,2258647599.25
2606,11.2554,9325,104956.605,0,0.0,0,0.0,540,6077.916,40570,456631.578
2837,150.956,0,0.0,0,0.0,0,0.0,2180,329084.07999999996,180195,27201516.419999998
1793,150.359,1005,151110.795,0,0.0,0,0.0,0,0.0,36440,5479081.96
1046,85.9267,0,0.0,0,0.0,0,0.0,3730,320506.591,359935,30928026.7645
554,46.3771,0,0.0,0,0.0,0,0.0,1455,67478.6805,42360,1964533.956
1970,47.9169,46545,2230292.1105,0,0.0,0,0.0,23515,1126765.9035,1863525,89294341.07249999

weighted_avg,NA,NA,4919861.3105,NA,0.0,NA,0.0,NA,41382975.61049999,NA,2964359420.3475
weighted_%,NA,NA,0.0016341458755867453,NA,0.0,NA,0.0,NA,0.01374547261506701,NA,0.9846203815093463
weighted_total,3010662257.2685
