Simpoints,Weight,ICACHE_FILL_CORRECT_REQ_CYCLE_DELTA_BY_ON_FDIP_HIT_BY_DEMAND_LOAD_val,ICACHE_FILL_CORRECT_REQ_CYCLE_DELTA_BY_ON_FDIP_HIT_BY_DEMAND_LOAD_w_val,ICACHE_FILL_CORRECT_REQ_CYCLE_DELTA_BY_OFF_FDIP_HIT_BY_DEMAND_LOAD_val,ICACHE_FILL_CORRECT_REQ_CYCLE_DELTA_BY_OFF_FDIP_HIT_BY_DEMAND_LOAD_w_val
2766,217.447,19959,4340024.673,0,0.0
2298,16.1495,0,0.0,0,0.0
2235,73.9095,3354,247892.463,0,0.0
562,151.883,24944,3788569.552,0,0.0
2322,74.3347,1705,126740.6635,0,0.0
533,77.6496,70802,5497746.979200001,0,0.0
655,136.191,9932,1352649.012,0,0.0
414,208.958,272902,57025056.116,0,0.0
253,149.505,80486,12033059.43,0,0.0
853,129.616,6362,824616.9920000001,0,0.0
907,262.418,13604,3569934.472,0,0.0
1114,12.9007,724,9340.1068,0,0.0
939,1055.11,339352,358053688.71999997,0,0.0
2606,11.2554,5637,63446.6898,0,0.0
2837,150.956,36079,5446341.523999999,0,0.0
1793,150.359,5156,775251.0040000001,0,0.0
1046,85.9267,73373,6304699.759099999,0,0.0
554,46.3771,5951,275990.1221,0,0.0
1970,47.9169,343873,16477328.1537,0,0.0

weighted_avg,NA,NA,476212376.4322,NA,0.0
weighted_%,NA,NA,1.0,NA,0.0
weighted_total,476212376.4322
