Simpoints,Weight,FDIP_PREF_ICACHE_PROBE_HIT_ONPATH_val,FDIP_PREF_ICACHE_PROBE_HIT_ONPATH_w_val,FDIP_PREF_ICACHE_PROBE_HIT_OFFPATH_val,FDIP_PREF_ICACHE_PROBE_HIT_OFFPATH_w_val
2766,217.447,1564287,340149515.289,340502,74041138.394
2298,16.1495,1276686,20617840.557,32738,528702.331
2235,73.9095,1555934,114998303.97299999,329797,24375131.371499997
562,151.883,1166080,177107728.64000002,890018,135178603.894
2322,74.3347,1459122,108463396.1334,266531,19812501.925699998
533,77.6496,1549561,120322791.82560001,1663685,129184474.77600001
655,136.191,1191616,162287374.656,163279,22237130.289
414,208.958,1439494,300793787.252,1028380,214888228.04
253,149.505,1132521,169317552.105,576553,86197556.265
853,129.616,1843032,238886435.712,1251471,162210665.136
907,262.418,1412596,370690617.128,1761045,462129906.81
1114,12.9007,404982,5224551.2874,155337,2003956.0359
939,1055.11,1249388,1318241772.6799998,1615074,1704080728.1399999
2606,11.2554,1581971,17805716.3934,180599,2032713.9846
2837,150.956,1262969,190652748.364,713875,107763714.49999999
1793,150.359,1485556,223366714.604,1099900,165379864.10000002
1046,85.9267,1099985,94518081.0995,271719,23347916.9973
554,46.3771,1366894,63392579.7274,797930,37005679.403
1970,47.9169,1332596,63853869.2724,31246,1497211.4574

weighted_avg,NA,NA,4100691376.6991,NA,3373895823.8504
weighted_%,NA,NA,0.5486177720152405,NA,0.4513822279847596
weighted_total,7474587200.5494995
