Simpoints,Weight,ST_OP_CF_val,ST_OP_CF_w_val
4118,2431.67,13.73,33386.8291
1010,22.174,14.163,314.050362
1362,2347.06,13.715,32189.9279
5198,1186.62,13.732,16294.665839999998

weighted_avg,NA,NA,82185.47320200001
weighted_%,NA,NA,1.0
weighted_total,82185.47320200001
