Simpoints,Weight,FDIP_ATTEMPTED_PREF_ONPATH_val,FDIP_ATTEMPTED_PREF_ONPATH_w_val,FDIP_ATTEMPTED_PREF_OFFPATH_val,FDIP_ATTEMPTED_PREF_OFFPATH_w_val
4118,2431.67,1565420,3806584851.4,1828411,4446092176.37
1010,22.174,1568225,34773821.15,1832707,40638445.018
1362,2347.06,1563448,3669506262.88,1826251,4286320672.06
5198,1186.62,1565729,1857925345.9799998,1791849,2126243860.3799999

weighted_avg,NA,NA,9368790281.41,NA,10899295153.828
weighted_%,NA,NA,0.46224347688615247,NA,0.5377565231138475
weighted_total,20268085435.238
