Simpoints,Weight,FDIP_PREF_ICACHE_PROBE_HIT_ONPATH_val,FDIP_PREF_ICACHE_PROBE_HIT_ONPATH_w_val,FDIP_PREF_ICACHE_PROBE_HIT_OFFPATH_val,FDIP_PREF_ICACHE_PROBE_HIT_OFFPATH_w_val
4118,2431.67,1132736,2754440149.12,1360806,3309031126.02
1010,22.174,1140746,25294901.803999998,1360714,30172472.235999998
1362,2347.06,1129107,2650081875.42,1358680,3188903480.7999997
5198,1186.62,1138350,1350788876.9999998,1325145,1572443559.8999999

weighted_avg,NA,NA,6780605803.344,NA,8100550638.955999
weighted_%,NA,NA,0.4556504616852213,NA,0.5443495383147787
weighted_total,14881156442.3
