Simpoints,Weight,ICACHE_UNUSEFUL_CL_CYC_val,ICACHE_UNUSEFUL_CL_CYC_w_val
4118,2431.67,660440059,1605972278268.53
1010,22.174,746918932,16562180398.168
1362,2347.06,651106483,1528185981989.98
5198,1186.62,653743793,775745459649.6599

weighted_avg,NA,NA,3926465900306.338
weighted_%,NA,NA,1.0
weighted_total,3926465900306.338
