Simpoints,Weight,FDIP_NEW_PREFETCHES_ONPATH_val,FDIP_NEW_PREFETCHES_ONPATH_w_val,FDIP_NEW_PREFETCHES_OFFPATH_val,FDIP_NEW_PREFETCHES_OFFPATH_w_val
4118,2431.67,327180,795593790.6,369042,897388360.14
1010,22.174,324780,7201671.72,370378,8212761.772
1362,2347.06,328335,770621945.1,368810,865619198.6
5198,1186.62,325099,385768975.37999994,369078,437955336.35999995

weighted_avg,NA,NA,1959186382.8,NA,2209175656.872
weighted_%,NA,NA,0.4700134883087469,NA,0.5299865116912531
weighted_total,4168362039.672
