Simpoints,Weight,INST_LOST_WAIT_FOR_ICACHE_MISS_NOT_PREFETCHED_val,INST_LOST_WAIT_FOR_ICACHE_MISS_NOT_PREFETCHED_w_val,INST_LOST_WAIT_FOR_ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_IFETCH_val,INST_LOST_WAIT_FOR_ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_IFETCH_w_val,INST_LOST_WAIT_FOR_ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_FDIP_val,INST_LOST_WAIT_FOR_ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_FDIP_w_val,INST_LOST_WAIT_FOR_ICACHE_MISS_MSHR_HIT_PREF_OFFPATH_val,INST_LOST_WAIT_FOR_ICACHE_MISS_MSHR_HIT_PREF_OFFPATH_w_val,INST_LOST_WAIT_FOR_ICACHE_MISS_MSHR_HIT_PREF_ONPATH_val,INST_LOST_WAIT_FOR_ICACHE_MISS_MSHR_HIT_PREF_ONPATH_w_val
2264,44.9546,33005,1483726.5729999999,0,0.0,0,0.0,440,19780.024,434510,19533223.246
812,334.908,260,87076.08,0,0.0,0,0.0,14140,4735599.12,415665,139209533.82
1358,97.2156,715,69509.154,0,0.0,0,0.0,135090,13132855.404,1798520,174844200.912
1778,40.8635,0,0.0,0,0.0,0,0.0,0,0.0,405,16549.717500000002
828,45.4532,1040,47271.328,0,0.0,0,0.0,2120,96360.784,158150,7188423.58
2213,8.07837,0,0.0,0,0.0,0,0.0,0,0.0,7125,57558.386249999996
1726,65.5195,65,4258.7675,0,0.0,0,0.0,0,0.0,1385,90744.50749999999
2054,37.2896,1030,38408.288,0,0.0,0,0.0,0,0.0,53825,2007112.72
1903,16.1097,0,0.0,0,0.0,0,0.0,0,0.0,4430,71365.971
509,133.977,3080,412649.16000000003,0,0.0,0,0.0,33065,4429949.505,367715,49265352.555
1751,10.0901,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
62,40.4224,1080,43656.192,0,0.0,0,0.0,0,0.0,104055,4206152.832
2151,40.7196,8855,360572.058,0,0.0,0,0.0,1125,45809.55,139710,5688935.316
239,98.774,0,0.0,0,0.0,0,0.0,0,0.0,6870,678577.38
1893,44.3029,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1305,111.513,4070,453857.91000000003,0,0.0,0,0.0,268820,29976924.66,2757605,307508806.365
1673,34.2884,0,0.0,0,0.0,0,0.0,0,0.0,10365,355399.266
492,45.4197,5075,230504.9775,0,0.0,0,0.0,36030,1636471.791,507870,23067303.039
2249,320.874,3010,965830.7400000001,0,0.0,0,0.0,113665,36472143.21,1581265,507386825.61
264,17.7912,8695,154694.484,0,0.0,0,0.0,0,0.0,155850,2772758.52
2123,26.1783,0,0.0,0,0.0,0,0.0,0,0.0,5960,156022.668
116,27.1629,0,0.0,0,0.0,0,0.0,0,0.0,26040,707321.916
1159,18.1708,4820,87583.256,0,0.0,0,0.0,135,2453.058,57865,1051453.342
1270,263.009,242080,63669218.720000006,0,0.0,0,0.0,20025,5266755.225000001,4572245,1202541585.2050002
2165,28.2044,130,3666.572,0,0.0,0,0.0,0,0.0,1500,42306.6
1152,171.372,6370,1091639.6400000001,0,0.0,0,0.0,0,0.0,40330,6911432.760000001
792,79.0312,0,0.0,0,0.0,0,0.0,0,0.0,44155,3489622.636
1979,51.6033,8175,421856.9775,0,0.0,0,0.0,1020,52635.365999999995,199245,10281699.508499999
2185,56.1164,0,0.0,0,0.0,0,0.0,0,0.0,14295,802183.938

weighted_avg,NA,NA,69625980.87750001,NA,0.0,NA,0.0,NA,95867737.697,NA,2469932452.3167505
weighted_%,NA,NA,0.026419249245731607,NA,0.0,NA,0.0,NA,0.036376559797377805,NA,0.9372041909568906
weighted_total,2635426170.8912506
