Simpoints,Weight,ICACHE_UNUSEFUL_CL_CYC_val,ICACHE_UNUSEFUL_CL_CYC_w_val
2264,44.9546,203064087,9128664805.4502
812,334.908,189149982,63347842171.656006
1358,97.2156,314878716,30611123303.169598
1778,40.8635,527858756,21570156275.806
828,45.4532,1799223475,81780464453.87001
2213,8.07837,476731287,3851211726.9621897
1726,65.5195,5946466,389609479.08699995
2054,37.2896,342573655,12774434565.488
1903,16.1097,31329252,504704850.9444
509,133.977,200997417,26929030937.409
1751,10.0901,0,0.0
62,40.4224,94110119,3804156874.2656
2151,40.7196,1552308123,63209365845.3108
239,98.774,36361321,3591553120.454
1893,44.3029,0,0.0
1305,111.513,426032143,47508122362.359
1673,34.2884,239087144,8197915628.3296
492,45.4197,284979385,12943678172.8845
2249,320.874,386774482,124105875137.268
264,17.7912,685278382,12191924749.8384
2123,26.1783,207194616,5424002816.0328
116,27.1629,978598745,26581579850.5605
1159,18.1708,441127032,8015631073.0656
1270,263.009,680518474,178982483328.26602
2165,28.2044,2718145,76663648.838
1152,171.372,261744200,44855627042.4
792,79.0312,36439958,2879893608.6896
1979,51.6033,194831131,10053929302.3323
2185,56.1164,2657239250,149114700648.69998

weighted_avg,NA,NA,952424345779.437
weighted_%,NA,NA,1.0
weighted_total,952424345779.437
