Simpoints,Weight,FDIP_NEW_PREFETCHES_ONPATH_val,FDIP_NEW_PREFETCHES_ONPATH_w_val,FDIP_NEW_PREFETCHES_OFFPATH_val,FDIP_NEW_PREFETCHES_OFFPATH_w_val
2264,44.9546,36318,1632661.1628,21366,960499.9836
812,334.908,364706,122142957.04800001,111390,37305402.120000005
1358,97.2156,84565,8221037.214,68298,6639631.0488
1778,40.8635,4,163.454,36,1471.086
828,45.4532,492,22362.974400000003,1281,58225.5492
2213,8.07837,9,72.70533,121,977.48277
1726,65.5195,616,40360.011999999995,88,5765.715999999999
2054,37.2896,1306,48700.2176,1388,51757.9648
1903,16.1097,49,789.3753,88,1417.6536
509,133.977,72389,9698461.053,10709,1434759.693
1751,10.0901,0,0.0,0,0.0
62,40.4224,29079,1175442.9696000002,9510,384417.02400000003
2151,40.7196,176,7166.6496,795,32372.082
239,98.774,2162,213549.388,620,61239.88
1893,44.3029,0,0.0,0,0.0
1305,111.513,106546,11881264.098000001,87644,9773445.372000001
1673,34.2884,441,15121.184400000002,154,5280.413600000001
492,45.4197,52954,2405154.7938,20448,928742.0255999999
2249,320.874,137124,43999526.376,130399,41841648.726
264,17.7912,38848,691152.5376,10496,186736.4352
2123,26.1783,124,3246.1092,41,1073.3103
116,27.1629,1100,29879.190000000002,184,4997.9736
1159,18.1708,179,3252.5732,1071,19460.9268
1270,263.009,38853,10218688.677000001,53868,14167768.812
2165,28.2044,717,20222.554799999998,50,1410.22
1152,171.372,2172,372219.98400000005,1786,306070.39200000005
792,79.0312,154460,12207159.151999999,4517,356983.9304
1979,51.6033,4742,244702.8486,1615,83339.32949999999
2185,56.1164,6,336.6984,94,5274.9416

weighted_avg,NA,NA,225295651.00063002,NA,114620170.09237002
weighted_%,NA,NA,0.6627983665961513,NA,0.3372016334038487
weighted_total,339915821.09300005
