Simpoints,Weight,ICACHE_MISS_MSHR_HIT_ONPATH_BY_FDIP_val,ICACHE_MISS_MSHR_HIT_ONPATH_BY_FDIP_w_val,ICACHE_MISS_MSHR_HIT_OFFPATH_BY_FDIP_val,ICACHE_MISS_MSHR_HIT_OFFPATH_BY_FDIP_w_val
2264,44.9546,3161,142101.4906,1114,50079.424399999996
812,334.908,8196,2744905.9680000003,337,112863.996
1358,97.2156,12271,1192932.6276,1619,157392.0564
1778,40.8635,3,122.5905,0,0.0
828,45.4532,369,16772.2308,204,9272.452800000001
2213,8.07837,16,129.25392,15,121.17554999999999
1726,65.5195,22,1441.4289999999999,2,131.039
2054,37.2896,283,10552.9568,139,5183.2544
1903,16.1097,16,257.7552,9,144.9873
509,133.977,1789,239684.853,165,22106.205
1751,10.0901,0,0.0,0,0.0
62,40.4224,585,23647.104000000003,139,5618.7136
2151,40.7196,206,8388.2376,157,6392.9772
239,98.774,121,11951.654,11,1086.5140000000001
1893,44.3029,0,0.0,0,0.0
1305,111.513,16425,1831601.0250000001,2286,254918.71800000002
1673,34.2884,90,3085.956,15,514.326
492,45.4197,2896,131535.4512,257,11672.8629
2249,320.874,19210,6163989.54,2785,893634.0900000001
264,17.7912,1142,20317.5504,332,5906.6784
2123,26.1783,54,1413.6282,2,52.3566
116,27.1629,318,8637.8022,30,814.8870000000001
1159,18.1708,167,3034.5236,213,3870.3804
1270,263.009,13264,3488551.376,5668,1490735.012
2165,28.2044,3,84.6132,0,0.0
1152,171.372,224,38387.328,43,7368.996000000001
792,79.0312,696,55005.7152,5,395.156
1979,51.6033,785,40508.5905,90,4644.297
2185,56.1164,8,448.9312,16,897.8624

weighted_avg,NA,NA,16179490.181720002,NA,3045818.41835
weighted_%,NA,NA,0.8415724563017465,NA,0.15842754369825357
weighted_total,19225308.60007
