Simpoints,Weight,FDIP_FTQ_OCCUPANCY_OPS_ACCUMULATED_val,FDIP_FTQ_OCCUPANCY_OPS_ACCUMULATED_w_val
2264,44.9546,1400330283,62951287740.1518
812,334.908,1360704059,455710674991.572
1358,97.2156,2089122194,203095267563.0264
1778,40.8635,4179315547,170781460854.8345
828,45.4532,3412615064,155114275027.00482
2213,8.07837,1682542291,13592199167.345669
1726,65.5195,1154041590,75612227956.00499
2054,37.2896,1075737106,40113806387.8976
1903,16.1097,1490820808,24016675970.6376
509,133.977,4103845043,549820847326.011
1751,10.0901,1382195806,13946493902.1206
62,40.4224,1513040928,61160745607.987206
2151,40.7196,3338144476,135927907804.9296
239,98.774,1028461422,101585248496.628
1893,44.3029,1893223937,83875310758.5173
1305,111.513,2454165905,273671402564.265
1673,34.2884,1702034838,58360051339.279205
492,45.4197,3145019281,142845832237.2357
2249,320.874,1190280319,381930007078.806
264,17.7912,5284952142,94025640548.7504
2123,26.1783,2597032093,67985885240.1819
116,27.1629,1946303352,52867243320.0408
1159,18.1708,1205212599,21899677093.9092
1270,263.009,1915599839,503819998055.551
2165,28.2044,1250646110,35273723144.884
1152,171.372,1314603484,225286228260.048
792,79.0312,1684012695,133089544101.084
1979,51.6033,1794920699,92623831306.7067
2185,56.1164,5532280231,310451650354.88837

weighted_avg,NA,NA,4541435144200.3
weighted_%,NA,NA,1.0
weighted_total,4541435144200.3
