Simpoints,Weight,FDIP_PREF_ICACHE_PROBE_HIT_ONPATH_val,FDIP_PREF_ICACHE_PROBE_HIT_ONPATH_w_val,FDIP_PREF_ICACHE_PROBE_HIT_OFFPATH_val,FDIP_PREF_ICACHE_PROBE_HIT_OFFPATH_w_val
2264,44.9546,1148276,51620288.2696,1375292,61825701.7432
812,334.908,1044564,349832840.112,587766,196847535.528
1358,97.2156,931860,90591329.016,1234643,120026560.0308
1778,40.8635,1357800,55484460.300000004,309428,12644311.078
828,45.4532,1160008,52726075.6256,3611360,164147868.352
2213,8.07837,1190057,9613720.76709,371773,3003319.8500099997
1726,65.5195,1226754,80376308.703,225281,14760298.4795
2054,37.2896,1366498,50956163.8208,118480,4418071.808
1903,16.1097,818910,13192394.427,41247,664476.7959
509,133.977,1054340,141257310.18,519333,69578677.341
1751,10.0901,1322342,13342563.0142,101695,1026112.7195
62,40.4224,1388715,56135193.216000006,515813,20850399.4112
2151,40.7196,1309518,53323049.1528,2718450,110694196.62
239,98.774,1447615,142986724.01,128140,12656900.36
1893,44.3029,673126,29821433.8654,67982,3011799.7478
1305,111.513,1096957,122324965.941,1599015,178310959.69500002
1673,34.2884,1379308,47294264.427200004,433087,14849860.290800001
492,45.4197,908104,41245811.2488,681831,30968559.4707
2249,320.874,1185793,380490143.082,2279718,731502233.5320001
264,17.7912,1307013,23253329.6856,3656421,65052117.2952
2123,26.1783,1109140,29035399.662,533062,13954656.9546
116,27.1629,1251898,34005180.184200004,1467195,39853271.0655
1159,18.1708,1382963,25129544.0804,846270,15377402.916
1270,263.009,1234463,324674879.167,2713431,713656773.8790001
2165,28.2044,1105224,31172179.7856,53347,1504620.1268
1152,171.372,1162735,199260222.42000002,1184954,203067936.888
792,79.0312,996442,78750006.9904,100028,7905332.8736
1979,51.6033,1050675,54218297.2275,479103,24723295.8399
2185,56.1164,1107143,62128879.445199996,3889631,218272089.04839998

weighted_avg,NA,NA,2644242957.82639,NA,3055155339.7404103
weighted_%,NA,NA,0.46395124884591343,NA,0.5360487511540866
weighted_total,5699398297.5668
