Simpoints,Weight,ICACHE_EVICT_MISS_ONPATH_BY_FDIP_val,ICACHE_EVICT_MISS_ONPATH_BY_FDIP_w_val,ICACHE_EVICT_MISS_OFFPATH_BY_FDIP_val,ICACHE_EVICT_MISS_OFFPATH_BY_FDIP_w_val
2264,44.9546,4590,206341.614,1967,88425.6982
812,334.908,45688,15301276.704,2393,801434.844
1358,97.2156,25343,2463734.9507999998,3552,345309.8112
1778,40.8635,12,490.362,22,898.9970000000001
828,45.4532,628,28544.6096,283,12863.2556
2213,8.07837,25,201.95925,47,379.68339
1726,65.5195,3,196.55849999999998,0,0.0
2054,37.2896,394,14692.1024,181,6749.4176
1903,16.1097,65,1047.1305,14,225.5358
509,133.977,3810,510452.37,146,19560.642
1751,10.0901,0,0.0,0,0.0
62,40.4224,998,40341.5552,115,4648.576
2151,40.7196,294,11971.5624,252,10261.3392
239,98.774,202,19952.348,19,1876.7060000000001
1893,44.3029,0,0.0,0,0.0
1305,111.513,32778,3655173.114,4840,539722.92
1673,34.2884,60,2057.304,19,651.4796
492,45.4197,7853,356680.9041,636,28886.9292
2249,320.874,50489,16200607.386000002,8744,2805722.256
264,17.7912,3818,67926.8016,637,11332.9944
2123,26.1783,12,314.1396,12,314.1396
116,27.1629,87,2363.1723,81,2200.1949
1159,18.1708,399,7250.1492,306,5560.2648
1270,263.009,21233,5584470.097,7312,1923121.8080000002
2165,28.2044,0,0.0,0,0.0
1152,171.372,417,71462.12400000001,166,28447.752000000004
792,79.0312,880,69547.456,0,0.0
1979,51.6033,490,25285.617,66,3405.8178
2185,56.1164,69,3872.0316,25,1402.9099999999999

weighted_avg,NA,NA,44646254.123050004,NA,6643403.972290001
weighted_%,NA,NA,0.8704728356749644,NA,0.12952716432503567
weighted_total,51289658.095340006
