Simpoints,Weight,ICACHE_HIT_val,ICACHE_HIT_w_val,ICACHE_MISS_val,ICACHE_MISS_w_val
2264,44.9546,1646453,74015636.0338,4607,207105.84219999998
812,334.908,1636082,547936950.456,8995,3012497.46
1358,97.2156,1412710,137337450.276,14779,1436749.3524
1778,40.8635,1418860,57979585.61,3,122.5905
828,45.4532,2655763,120712926.7916,598,27181.013600000002
2213,8.07837,1257298,10156918.44426,36,290.82132
1726,65.5195,1214050,79543948.975,25,1637.9874999999997
2054,37.2896,1418446,52893283.9616,483,18010.876800000002
1903,16.1097,835768,13463971.7496,30,483.291
509,133.977,1358059,181948670.643,2035,272643.195
1751,10.0901,1291169,13028024.3269,0,0.0
62,40.4224,1550698,62682934.835200004,760,30721.024
2151,40.7196,2244568,91397911.1328,422,17183.6712
239,98.774,1440414,142275452.436,132,13038.168
1893,44.3029,697881,30918152.1549,0,0.0
1305,111.513,1713427,191069385.051,19930,2222454.0900000003
1673,34.2884,1528845,52421648.898,105,3600.282
492,45.4197,1240615,56348361.115499996,3231,146751.0507
2249,320.874,1930011,619290349.6140001,23701,7605034.674000001
264,17.7912,2873984,51131624.1408,1946,34621.6752
2123,26.1783,1359765,35596336.0995,56,1465.9848
116,27.1629,1296739,35223191.7831,353,9588.5037
1159,18.1708,1561257,28369288.6956,399,7250.1492
1270,263.009,2150089,565492757.801,24949,6561811.541
2165,28.2044,1061191,29930255.4404,5,141.022
1152,171.372,1542998,264426653.256,300,51411.600000000006
792,79.0312,1208898,95540659.6176,701,55400.8712
1979,51.6033,1187573,61282685.7909,898,46339.763399999996
2185,56.1164,2643521,148344881.8444,24,1346.7936

weighted_avg,NA,NA,3850759896.974461,NA,21784883.29432
weighted_%,NA,NA,0.9943745303074821,NA,0.0056254696925177915
weighted_total,3872544780.268781
