Simpoints,Weight,ICACHE_MISS_MSHR_HIT_BY_FDIP_ONPATH_val,ICACHE_MISS_MSHR_HIT_BY_FDIP_ONPATH_w_val,ICACHE_MISS_MSHR_HIT_BY_FDIP_OFFPATH_val,ICACHE_MISS_MSHR_HIT_BY_FDIP_OFFPATH_w_val
2264,44.9546,2773,124659.1058,1502,67521.8092
812,334.908,7865,2634051.42,668,223718.54400000002
1358,97.2156,10650,1035346.1399999999,3240,314978.544
1778,40.8635,2,81.727,1,40.8635
828,45.4532,273,12408.723600000001,300,13635.960000000001
2213,8.07837,8,64.62696,23,185.80250999999998
1726,65.5195,21,1375.9094999999998,3,196.55849999999998
2054,37.2896,247,9210.5312,175,6525.68
1903,16.1097,8,128.8776,17,273.8649
509,133.977,1679,224947.383,275,36843.675
1751,10.0901,0,0.0,0,0.0
62,40.4224,518,20938.803200000002,206,8327.0144
2151,40.7196,131,5334.2676,232,9446.9472
239,98.774,119,11754.106,13,1284.062
1893,44.3029,0,0.0,0,0.0
1305,111.513,13722,1530181.3860000002,4989,556338.3570000001
1673,34.2884,85,2914.514,20,685.768
492,45.4197,2624,119181.2928,529,24027.0213
2249,320.874,16970,5445231.78,5025,1612391.85
264,17.7912,1054,18751.9248,420,7472.304
2123,26.1783,48,1256.5584,8,209.4264
116,27.1629,316,8583.4764,32,869.2128
1159,18.1708,93,1689.8844,287,5215.0196
1270,263.009,10720,2819456.48,8212,2159829.9080000003
2165,28.2044,3,84.6132,0,0.0
1152,171.372,204,34959.888000000006,63,10796.436000000002
792,79.0312,696,55005.7152,5,395.156
1979,51.6033,704,36328.7232,171,8824.1643
2185,56.1164,6,336.6984,18,1010.0952

weighted_avg,NA,NA,14154264.556259999,NA,5071044.043810001
weighted_%,NA,NA,0.7362308117232752,NA,0.2637691882767248
weighted_total,19225308.60007
