Simpoints,Weight,FDIP_PREF_MSHR_PROBE_HIT_ONPATH_val,FDIP_PREF_MSHR_PROBE_HIT_ONPATH_w_val,FDIP_PREF_MSHR_PROBE_HIT_OFFPATH_val,FDIP_PREF_MSHR_PROBE_HIT_OFFPATH_w_val
2264,44.9546,11630,522821.99799999996,6454,290136.9884
812,334.908,85490,28631284.92,16690,5589614.5200000005
1358,97.2156,23957,2328994.1292,25562,2485025.1672
1778,40.8635,2,81.727,0,0.0
828,45.4532,217,9863.3444,932,42362.3824
2213,8.07837,9,72.70533,42,339.29154
1726,65.5195,219,14348.770499999999,98,6420.910999999999
2054,37.2896,551,20546.5696,437,16295.5552
1903,16.1097,23,370.5231,40,644.388
509,133.977,17841,2390283.657,2548,341373.396
1751,10.0901,0,0.0,0,0.0
62,40.4224,6315,255267.45600000003,1138,46000.6912
2151,40.7196,86,3501.8856,381,15514.1676
239,98.774,480,47411.520000000004,105,10371.27
1893,44.3029,0,0.0,0,0.0
1305,111.513,31342,3495040.446,33104,3691526.352
1673,34.2884,198,6789.1032000000005,10,342.884
492,45.4197,14127,641644.1019,6268,284690.6796
2249,320.874,36327,11656389.798,33102,10621571.148
264,17.7912,8396,149374.9152,2352,41844.9024
2123,26.1783,22,575.9226,44,1151.8452
116,27.1629,447,12141.8163,26,706.2354
1159,18.1708,116,2107.8128,509,9248.9372
1270,263.009,12990,3416486.91,17178,4517968.602
2165,28.2044,206,5810.1064,3,84.6132
1152,171.372,1113,190737.03600000002,871,149265.01200000002
792,79.0312,40677,3214752.1223999998,1133,89542.3496
1979,51.6033,2704,139535.32319999998,761,39270.1113
2185,56.1164,2,112.2328,8,448.9312

weighted_avg,NA,NA,57156346.85253001,NA,28291761.331639994
weighted_%,NA,NA,0.668901255594079,NA,0.331098744405921
weighted_total,85448108.18417001
