Simpoints,Weight,ICACHE_EVICT_MISS_BY_FDIP_ONPATH_val,ICACHE_EVICT_MISS_BY_FDIP_ONPATH_w_val,ICACHE_EVICT_MISS_BY_FDIP_OFFPATH_val,ICACHE_EVICT_MISS_BY_FDIP_OFFPATH_w_val
2264,44.9546,43,1933.0478,6514,292834.2644
812,334.908,27,9042.516,48054,16093669.032000002
1358,97.2156,72,6999.5232,28823,2802045.2388
1778,40.8635,0,0.0,34,1389.3590000000002
828,45.4532,2,90.9064,909,41316.9588
2213,8.07837,0,0.0,72,581.64264
1726,65.5195,0,0.0,3,196.55849999999998
2054,37.2896,4,149.1584,571,21292.3616
1903,16.1097,0,0.0,79,1272.6663
509,133.977,12,1607.7240000000002,3944,528405.2880000001
1751,10.0901,0,0.0,0,0.0
62,40.4224,6,242.5344,1107,44747.59680000001
2151,40.7196,1,40.7196,545,22192.182
239,98.774,11,1086.5140000000001,210,20742.54
1893,44.3029,0,0.0,0,0.0
1305,111.513,109,12154.917000000001,37509,4182741.117
1673,34.2884,0,0.0,79,2708.7836
492,45.4197,20,908.394,8469,384659.43929999997
2249,320.874,170,54548.58,59063,18951781.062000003
264,17.7912,11,195.7032,4444,79064.0928
2123,26.1783,0,0.0,24,628.2792
116,27.1629,2,54.3258,166,4509.0414
1159,18.1708,1,18.1708,704,12792.2432
1270,263.009,131,34454.179000000004,28414,7473137.726000001
2165,28.2044,0,0.0,0,0.0
1152,171.372,2,342.744,581,99567.13200000001
792,79.0312,0,0.0,880,69547.456
1979,51.6033,2,103.2066,554,28588.228199999998
2185,56.1164,0,0.0,94,5274.9416

weighted_avg,NA,NA,123972.86420000004,NA,51165685.23114
weighted_%,NA,NA,0.00241711231471952,NA,0.9975828876852804
weighted_total,51289658.095340006
