Simpoints,Weight,FDIP_ATTEMPTED_PREF_ONPATH_val,FDIP_ATTEMPTED_PREF_ONPATH_w_val,FDIP_ATTEMPTED_PREF_OFFPATH_val,FDIP_ATTEMPTED_PREF_OFFPATH_w_val
2264,44.9546,1200614,53973122.1244,1420953,63878373.7338
812,334.908,1500408,502498642.46400005,728812,244084969.296
1358,97.2156,1041991,101297780.2596,1357636,131983398.32159999
1778,40.8635,1379352,56365150.452,310966,12707159.141
828,45.4532,1162845,52855026.354,3618484,164471676.9488
2213,8.07837,1190590,9618026.5383,373411,3016552.22007
1726,65.5195,1229992,80588460.844,226323,14828569.798499998
2054,37.2896,1403668,52342218.2528,124655,4648335.088
1903,16.1097,822197,13245347.0109,41674,671355.6378
509,133.977,1145113,153418804.401,533980,71541038.46000001
1751,10.0901,1324000,13359292.4,102186,1031066.9586
62,40.4224,1424358,57575968.8192,529126,21388542.8224
2151,40.7196,1324330,53926187.868,2729670,111151070.532
239,98.774,1450395,143261315.73,128919,12733845.306
1893,44.3029,673126,29821433.8654,68051,3014856.6479
1305,111.513,1246156,138962594.028,1764907,196810074.291
1673,34.2884,1381364,47364761.37760001,433956,14879656.910400001
492,45.4197,976099,44334123.7503,711130,32299311.261
2249,320.874,1361144,436755719.856,2488688,798555273.312
264,17.7912,1359316,24183862.8192,3688910,65630135.592
2123,26.1783,1109306,29039745.259800002,533428,13964238.2124
116,27.1629,1253479,34048124.729100004,1469310,39910720.599
1159,18.1708,1385219,25170537.4052,852889,15497675.4412
1270,263.009,1313958,345582779.62200004,3035104,798259667.936
2165,28.2044,1108355,31260487.762,53400,1506114.96
1152,171.372,1169619,200439947.268,1188831,203732346.13200003
792,79.0312,1191611,94174447.2632,105678,8351859.1536
1979,51.6033,1060331,54716578.6923,482411,24893999.5563
2185,56.1164,1107888,62170686.1632,3902177,218976125.4028

weighted_avg,NA,NA,2942351173.3795,NA,3294418009.6721706
weighted_%,NA,NA,0.4717749025208912,NA,0.5282250974791088
weighted_total,6236769183.05167
