Simpoints,Weight,FDIP_PREFETCH_HIT_ICACHE_val,FDIP_PREFETCH_HIT_ICACHE_w_val,FDIP_PREFETCH_HIT_MLC_val,FDIP_PREFETCH_HIT_MLC_w_val,FDIP_PREFETCH_HIT_L1_val,FDIP_PREFETCH_HIT_L1_w_val,FDIP_PREFETCH_HIT_DRAM_val,FDIP_PREFETCH_HIT_DRAM_w_val
2264,44.9546,2523568,113445990.0128,69358,3117961.1467999998,2699,121332.4654,3793,170512.7978
812,334.908,1632330,546680375.64,576173,192964947.08400002,2007,672160.356,96,32151.168
1358,97.2156,2166503,210617889.0468,158136,15373286.121599998,37759,3670763.8403999996,6487,630637.5972
1778,40.8635,1667228,68128771.378,0,0.0,34,1389.3590000000002,8,326.908
828,45.4532,4771368,216873943.9776,111,5045.305200000001,766,34817.1512,2521,114587.5172
2213,8.07837,1561830,12617040.617099999,0,0.0,1,8.07837,180,1454.1065999999998
1726,65.5195,1452035,95136607.18249999,976,63947.03199999999,45,2948.3774999999996,0,0.0
2054,37.2896,1484978,55374235.6288,3066,114329.9136,32,1193.2672,584,21777.1264
1903,16.1097,860157,13856871.2229,30,483.291,127,2045.9319,43,692.7171
509,133.977,1573673,210835987.521,69558,9319172.166000001,32665,4376358.705,1264,169346.928
1751,10.0901,1424037,14368675.7337,0,0.0,0,0.0,0,0.0
62,40.4224,1904528,76985592.6272,44515,1799403.1360000002,858,34682.419200000004,707,28578.636800000004
2151,40.7196,4027968,164017245.7728,5,203.598,29,1180.8684,1404,57170.3184
239,98.774,1575755,155643624.37,3355,331386.77,8,790.192,4,395.096
1893,44.3029,741108,32833233.6132,0,0.0,0,0.0,0,0.0
1305,111.513,2695972,300635925.63600004,202831,22618293.303,40023,4463084.799000001,16036,1788222.468
1673,34.2884,1812395,62144124.718,673,23076.093200000003,101,3463.1284000000005,29,994.3636000000001
492,45.4197,1589935,72214370.7195,63797,2897640.6009,28123,1277338.2231,1877,85252.7769
2249,320.874,3465511,1111992376.614,300691,96483923.934,35412,11362790.088000001,849,272422.026
264,17.7912,4963434,88305446.9808,59113,1051691.2056,40,711.648,2022,35973.8064
2123,26.1783,1642202,42990056.6166,143,3743.4969,88,2303.6904,0,0.0
116,27.1629,2719093,73858451.2497,1519,41260.4451,9,244.4661,229,6220.3041
1159,18.1708,2229233,40506946.9964,345,6268.926,176,3198.0608,2783,50569.3364
1270,263.009,3947894,1038331653.046,86395,22722662.555,10150,2669541.35,28489,7492863.401000001
2165,28.2044,1158571,32676799.9124,992,27978.7648,0,0.0,5,141.022
1152,171.372,2347689,402328159.308,822,140867.784,5114,876396.408,6,1028.232
792,79.0312,1096470,86655339.864,200555,15850102.316,137,10827.2744,95,7507.964
1979,51.6033,1529778,78941593.0674,280,14448.923999999999,6993,360861.8769,2609,134633.0097
2185,56.1164,4996774,280400968.4936,0,0.0,0,0.0,110,6172.804

weighted_avg,NA,NA,5699398297.5668,NA,384972123.9127001,NA,29950432.024670005,NA,11109632.4316
weighted_%,NA,NA,0.9304486126571584,NA,0.06284817447469387,NA,0.004889522800632116,NA,0.00181369006751577
weighted_total,6125430485.935769
