Simpoints,Weight,ST_OP_CF_val,ST_OP_CF_w_val
2264,44.9546,15.648,703.4495807999999
812,334.908,17.229,5770.129932
1358,97.2156,16.212,1576.0593072
1778,40.8635,16.007,654.1020445
828,45.4532,16.052,729.6147664
2213,8.07837,12.904,104.24328648
1726,65.5195,16.163,1058.9916784999998
2054,37.2896,18.118,675.6129728
1903,16.1097,11.518,185.55152460000002
509,133.977,19.614,2627.8248780000004
1751,10.0901,18.271,184.3562171
62,40.4224,15.24,616.0373760000001
2151,40.7196,16.891,687.7947635999999
239,98.774,16.539,1633.6231860000003
1893,44.3029,14.583,646.0691907
1305,111.513,15.325,1708.936725
1673,34.2884,11.748,402.8201232
492,45.4197,18.431,837.1304907
2249,320.874,14.942,4794.499308
264,17.7912,20.146,358.4215152
2123,26.1783,21.651,566.7863733
116,27.1629,21.353,580.0094037
1159,18.1708,16.88,306.723104
1270,263.009,14.667,3857.553003
2165,28.2044,17.651,497.8358644
1152,171.372,14.066,2410.5185520000005
792,79.0312,17.777,1404.9376424
1979,51.6033,16.852,869.6188116
2185,56.1164,16.074,902.0150136000001

weighted_avg,NA,NA,37351.266634780004
weighted_%,NA,NA,1.0
weighted_total,37351.266634780004
