Simpoints,Weight,INST_LOST_WAIT_FOR_ICACHE_MISS_NOT_PREFETCHED_val,INST_LOST_WAIT_FOR_ICACHE_MISS_NOT_PREFETCHED_w_val,INST_LOST_WAIT_FOR_ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_IFETCH_val,INST_LOST_WAIT_FOR_ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_IFETCH_w_val,INST_LOST_WAIT_FOR_ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_FDIP_val,INST_LOST_WAIT_FOR_ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_FDIP_w_val,INST_LOST_WAIT_FOR_ICACHE_MISS_MSHR_HIT_PREF_OFFPATH_val,INST_LOST_WAIT_FOR_ICACHE_MISS_MSHR_HIT_PREF_OFFPATH_w_val,INST_LOST_WAIT_FOR_ICACHE_MISS_MSHR_HIT_PREF_ONPATH_val,INST_LOST_WAIT_FOR_ICACHE_MISS_MSHR_HIT_PREF_ONPATH_w_val
2766,217.447,455,98938.385,0,0.0,0,0.0,965,209836.355,116180,25262992.46
2298,16.1495,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
2235,73.9095,0,0.0,0,0.0,0,0.0,0,0.0,33140,2449360.8299999996
562,151.883,3455,524755.765,0,0.0,0,0.0,975,148085.92500000002,188465,28624629.595000003
2322,74.3347,0,0.0,0,0.0,0,0.0,0,0.0,8300,616978.01
533,77.6496,5620,436390.75200000004,0,0.0,0,0.0,3070,238384.27200000003,541805,42070941.528000005
655,136.191,5195,707512.245,0,0.0,0,0.0,645,87843.195,41865,5701636.215
414,208.958,69555,14534073.69,0,0.0,65,13582.27,18315,3827065.77,2187595,457115476.01
253,149.505,1170,174920.85,0,0.0,0,0.0,8930,1335079.65,403285,60293123.925
853,129.616,2685,348018.96,0,0.0,0,0.0,0,0.0,40400,5236486.4
907,262.418,715,187628.87,0,0.0,0,0.0,235,61668.23,78180,20515839.240000002
1114,12.9007,0,0.0,0,0.0,0,0.0,0,0.0,2365,30510.1555
939,1055.11,63485,66983658.349999994,0,0.0,65,68582.15,27820,29353160.199999996,2405450,2538014349.4999995
2606,11.2554,540,6077.916,0,0.0,0,0.0,0,0.0,29415,331077.591
2837,150.956,715,107933.54,0,0.0,0,0.0,1320,199261.91999999998,178910,27007537.959999997
1793,150.359,8860,1332180.74,0,0.0,0,0.0,0,0.0,41360,6218848.24
1046,85.9267,2065,177438.6355,0,0.0,0,0.0,3580,307617.586,369980,31791160.466
554,46.3771,520,24116.092,0,0.0,0,0.0,125,5797.1375,39585,1835837.5034999999
1970,47.9169,33670,1613362.023,0,0.0,0,0.0,51815,2482814.1735,2180795,104496935.9355

weighted_avg,NA,NA,87257006.81349999,NA,0.0,NA,82164.42,NA,38256614.414000005,NA,3357613721.5645
weighted_%,NA,NA,0.02505074892361025,NA,0.0,NA,2.3588710305790743e-05,NA,0.010983150549741416,NA,0.9639425118163425
weighted_total,3483209507.212
