Simpoints,Weight,FDIP_PREFETCH_HIT_ICACHE_val,FDIP_PREFETCH_HIT_ICACHE_w_val,FDIP_PREFETCH_HIT_MLC_val,FDIP_PREFETCH_HIT_MLC_w_val,FDIP_PREFETCH_HIT_L1_val,FDIP_PREFETCH_HIT_L1_w_val,FDIP_PREFETCH_HIT_DRAM_val,FDIP_PREFETCH_HIT_DRAM_w_val
2766,217.447,1904079,414036266.313,141179,30698950.013,207,45011.529,16,3479.152
2298,16.1495,1309424,21146542.888,0,0.0,0,0.0,0,0.0
2235,73.9095,1867016,137990219.052,0,0.0,0,0.0,205,15151.447499999998
562,151.883,2060241,312915583.80300003,29555,4488902.065,2626,398844.75800000003,1203,182715.249
2322,74.3347,1727058,128380338.3126,2028,150750.7716,10,743.347,39,2899.0533
533,77.6496,3208819,249163511.82240003,2485,192959.25600000002,1402,108864.73920000001,4816,373960.4736
655,136.191,1352023,184133364.393,2905,395634.855,7,953.337,527,71772.657
414,208.958,2420189,505717853.062,113513,23719449.454,9293,1941846.694,12546,2621587.068
253,149.505,1730666,258743220.32999998,149392,22334850.96,19799,2960049.495,414,61895.07
853,129.616,3093461,400962040.9760001,0,0.0,1,129.616,432,55994.11200000001
907,262.418,3174771,833117056.278,19607,5145229.726,566,148528.58800000002,296,77675.728
1114,12.9007,555129,7161552.6903,14235,183641.4645,2,25.8014,4,51.6028
939,1055.11,2858664,3016204973.0399995,265279,279898525.69,14086,14862279.459999999,11378,12005041.579999998
2606,11.2554,1684118,18955421.7372,0,0.0,0,0.0,1124,12651.0696
2837,150.956,1979937,298883369.77199996,185863,28057135.027999997,966,145823.49599999998,144,21737.663999999997
1793,150.359,2577469,387545661.37100005,0,0.0,1,150.359,1610,242077.99000000002
1046,85.9267,1380334,118607545.51779999,112286,9648365.4362,20508,1762184.7636,804,69085.0668
554,46.3771,2164046,100362177.7466,3518,163154.6378,886,41090.1106,610,28290.031
1970,47.9169,1363271,65323720.1799,1272,60950.2968,534,25587.6246,17038,816408.1422

weighted_avg,NA,NA,7459350419.2848015,NA,405138499.6539,NA,22442113.718399998,NA,16662473.156799998
weighted_%,NA,NA,0.9437922653534352,NA,0.051260037520386034,NA,0.002839482281305526,NA,0.0021082148448731634
weighted_total,7903593505.813902
