Simpoints,Weight,ICACHE_MISS_NOT_PREFETCHED_val,ICACHE_MISS_NOT_PREFETCHED_w_val,ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_IFETCH_val,ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_IFETCH_w_val,ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_FDIP_val,ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_FDIP_w_val,ICACHE_MISS_MSHR_HIT_PREFETCHED_OFFPATH_val,ICACHE_MISS_MSHR_HIT_PREFETCHED_OFFPATH_w_val,ICACHE_MISS_MSHR_HIT_PREFETCHED_ONPATH_val,ICACHE_MISS_MSHR_HIT_PREFETCHED_ONPATH_w_val
2766,217.447,7,1522.129,0,0.0,0,0.0,75,16308.525,2839,617332.033
2298,16.1495,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
2235,73.9095,0,0.0,0,0.0,0,0.0,5,369.54749999999996,67,4951.9365
562,151.883,4,607.532,0,0.0,0,0.0,46,6986.618,2082,316220.406
2322,74.3347,0,0.0,0,0.0,0,0.0,0,0.0,60,4460.082
533,77.6496,5,388.24800000000005,0,0.0,0,0.0,129,10016.798400000001,1607,124782.90720000002
655,136.191,5,680.955,0,0.0,0,0.0,2,272.382,228,31051.548
414,208.958,516,107822.328,0,0.0,1,208.958,1017,212510.286,11299,2361016.442
253,149.505,9,1345.545,0,0.0,0,0.0,139,20781.195,6389,955187.445
853,129.616,1,129.616,0,0.0,0,0.0,4,518.464,113,14646.608000000002
907,262.418,11,2886.598,0,0.0,0,0.0,21,5510.778,1711,448997.19800000003
1114,12.9007,0,0.0,0,0.0,0,0.0,0,0.0,40,516.028
939,1055.11,428,451587.07999999996,0,0.0,1,1055.11,1256,1325218.16,20491,21620259.009999998
2606,11.2554,1,11.2554,0,0.0,0,0.0,10,112.554,85,956.709
2837,150.956,11,1660.5159999999998,0,0.0,0,0.0,13,1962.4279999999999,4372,659979.632
1793,150.359,8,1202.872,0,0.0,0,0.0,5,751.7950000000001,96,14434.464
1046,85.9267,11,945.1936999999999,0,0.0,0,0.0,170,14607.538999999999,6916,594269.0571999999
554,46.3771,2,92.7542,0,0.0,0,0.0,6,278.2626,431,19988.5301
1970,47.9169,1134,54337.764599999995,0,0.0,0,0.0,125,5989.6125,3418,163779.9642

weighted_avg,NA,NA,625220.3868999998,NA,0.0,NA,1264.068,NA,1622194.945,NA,27952830.000199996
weighted_%,NA,NA,0.020701627147745462,NA,0.0,NA,4.185446439957781e-05,NA,0.05371237985193644,NA,0.9255441385359185
weighted_total,30201509.400099996
