Scarab gitrev: 3067351
Scarab started at Fri Jan  3 09:37:37 2025

Bloom Table Size 44144 hashes 8
Bloom Table Size 11040 hashes 8
Bloom Table Size 11040 hashes 8
L1I D-JOLT instruction prefetcher has been constructed!
Initialized Ramulator. 
** Heartbeat:   5% -- { 1000002 } -- 0.00 KIPS (142.86 KIPS)
** Heartbeat:  10% -- { 2000002 } -- 200.00 KIPS (166.67 KIPS)
** Heartbeat:  15% -- { 3000002 } -- 200.00 KIPS (176.47 KIPS)
** Heartbeat:  20% -- { 4000003 } -- 200.00 KIPS (181.82 KIPS)
** Heartbeat:  25% -- { 5000005 } -- 200.00 KIPS (185.19 KIPS)
** Heartbeat:  30% -- { 6000009 } -- 200.00 KIPS (187.50 KIPS)
** Heartbeat:  35% -- { 7000012 } -- 200.00 KIPS (189.19 KIPS)
** Heartbeat:  40% -- { 8000012 } -- 200.00 KIPS (190.48 KIPS)
** Heartbeat:  45% -- { 9000012 } -- 166.67 KIPS (187.50 KIPS)
** Heartbeat:  50% -- { 10000016 } -- 200.00 KIPS (188.68 KIPS)
** Heartbeat:  55% -- { 11000019 } -- 200.00 KIPS (189.66 KIPS)
** Heartbeat:  60% -- { 12000022 } -- 166.67 KIPS (187.50 KIPS)
** Heartbeat:  65% -- { 13000022 } -- 200.00 KIPS (188.41 KIPS)
** Heartbeat:  70% -- { 14000024 } -- 166.67 KIPS (186.67 KIPS)
** Heartbeat:  75% -- { 15000028 } -- 200.00 KIPS (187.50 KIPS)
** Heartbeat:  80% -- { 16000030 } -- 200.00 KIPS (188.24 KIPS)
** Heartbeat:  85% -- { 17000033 } -- 166.67 KIPS (186.81 KIPS)
** Heartbeat:  90% -- { 18000037 } -- 200.00 KIPS (187.50 KIPS)
** Heartbeat:  95% -- { 19000042 } -- 166.67 KIPS (186.27 KIPS)
Warning could not fetch inst from frontend
Warning could not fetch inst from frontend
Warning could not fetch inst from frontend
Warning could not fetch inst from frontend
Warning could not fetch inst from frontend
Warning could not fetch inst from frontend
Warning could not fetch inst from frontend
Warning could not fetch inst from frontend
Warning could not fetch inst from frontend
Warning could not fetch inst from frontend
Warning could not fetch inst from frontend
Warning could not fetch inst from frontend
Warning could not fetch inst from frontend
Warning could not fetch inst from frontend
Warning could not fetch inst from frontend
Warning could not fetch inst from frontend
Warning could not fetch inst from frontend
Warning could not fetch inst from frontend
Warning could not fetch inst from frontend
Warning could not fetch inst from frontend
Warning could not fetch inst from frontend
Warning could not fetch inst from frontend
Warning could not fetch inst from frontend
Warning could not fetch inst from frontend
Warning could not fetch inst from frontend
Warning could not fetch inst from frontend
Warning could not fetch inst from frontend
Warning could not fetch inst from frontend
Warning could not fetch inst from frontend
Warning could not fetch inst from frontend
Warning could not fetch inst from frontend
Warning could not fetch inst from frontend
Warning could not fetch inst from frontend
Warning could not fetch inst from frontend
Warning could not fetch inst from frontend
Warning could not fetch inst from frontend
Warning could not fetch inst from frontend
Warning could not fetch inst from frontend
Warning could not fetch inst from frontend
Warning could not fetch inst from frontend
Warning could not fetch inst from frontend
Warning could not fetch inst from frontend
Warning could not fetch inst from frontend
Warning could not fetch inst from frontend
Warning could not fetch inst from frontend
Warning could not fetch inst from frontend
Warning could not fetch inst from frontend
Warning could not fetch inst from frontend
Warning could not fetch inst from frontend
Warning could not fetch inst from frontend
Warning could not fetch inst from frontend
Warning could not fetch inst from frontend
Warning could not fetch inst from frontend
Warning could not fetch inst from frontend
Warning could not fetch inst from frontend
Warning could not fetch inst from frontend
Warning could not fetch inst from frontend
Warning could not fetch inst from frontend
Warning could not fetch inst from frontend
Warning could not fetch inst from frontend
Warning could not fetch inst from frontend
Warning could not fetch inst from frontend
Warning could not fetch inst from frontend
Warning could not fetch inst from frontend
Warning could not fetch inst from frontend
Warning could not fetch inst from frontend
** Core 0 Finished:    insts:20116745    cycles:9571109     time:2990971562500       -- 2.10 IPC (2.10 IPC) --  N/A  KIPS (186.92 KIPS)
Scarab finished at Fri Jan  3 09:39:24 2025

