Simpoints,Weight,FDIP_SENIORITY_FTQ_ACCUMULATED_val,FDIP_SENIORITY_FTQ_ACCUMULATED_w_val
49,53.1722,2739384719,145659112155.6118
1172,4605.89,3244140334,14942153522967.262

weighted_avg,NA,NA,15087812635122.873
weighted_%,NA,NA,1.0
weighted_total,15087812635122.873
