Simpoints,Weight,FDIP_PREF_MSHR_PROBE_HIT_ONPATH_val,FDIP_PREF_MSHR_PROBE_HIT_ONPATH_w_val,FDIP_PREF_MSHR_PROBE_HIT_OFFPATH_val,FDIP_PREF_MSHR_PROBE_HIT_OFFPATH_w_val
49,53.1722,124373,6613186.030599999,78816,4190820.1152
1172,4605.89,150180,691712560.2,84073,387230989.97

weighted_avg,NA,NA,698325746.2306,NA,391421810.0852
weighted_%,NA,NA,0.6408142346209867,NA,0.3591857653790133
weighted_total,1089747556.3158
