Simpoints,Weight,ICACHE_UNUSEFUL_CL_val,ICACHE_UNUSEFUL_CL_w_val
49,53.1722,121479,6459305.6838
1172,4605.89,133149,613269647.61

weighted_avg,NA,NA,619728953.2938
weighted_%,NA,NA,1.0
weighted_total,619728953.2938
