Simpoints,Weight,FDIP_FTQ_OCCUPANCY_OPS_ACCUMULATED_val,FDIP_FTQ_OCCUPANCY_OPS_ACCUMULATED_w_val
49,53.1722,1331784299,70813901103.2878
1172,4605.89,1187396643,5469018324027.2705

weighted_avg,NA,NA,5539832225130.559
weighted_%,NA,NA,1.0
weighted_total,5539832225130.559
