Simpoints,Weight,INST_LOST_WAIT_FOR_ICACHE_MISS_val,INST_LOST_WAIT_FOR_ICACHE_MISS_w_val
49,53.1722,3763920,200135907.024
1172,4605.89,3804535,17523269711.15

weighted_avg,NA,NA,17723405618.174
weighted_%,NA,NA,1.0
weighted_total,17723405618.174
