Simpoints,Weight,FDIP_PREFETCH_HIT_ICACHE_val,FDIP_PREFETCH_HIT_ICACHE_w_val,FDIP_PREFETCH_HIT_MLC_val,FDIP_PREFETCH_HIT_MLC_w_val,FDIP_PREFETCH_HIT_L1_val,FDIP_PREFETCH_HIT_L1_w_val,FDIP_PREFETCH_HIT_DRAM_val,FDIP_PREFETCH_HIT_DRAM_w_val
517,810.151,1458728,1181789947.928,468485,379543591.23499995,110,89116.61,0,0.0
5297,898.498,1483848,1333234460.3040001,466554,419197835.892,168,150947.66400000002,150,134774.7
5168,967.77,1464637,1417431749.49,466229,451202439.33,364,352268.27999999997,3,2903.31
2807,979.819,1461510,1432015266.69,464504,455129844.77599996,376,368411.94399999996,0,0.0
2215,509.983,1459793,744469613.519,468122,238734261.926,351,179004.033,0,0.0
1490,862.35,1473251,1270457999.8500001,464033,400158857.55,321,276814.35000000003,156,134526.6
3954,490.914,1463138,718274928.132,465743,228639759.102,322,158074.308,0,0.0
2031,399.553,1466839,586079922.967,459970,183782393.41,428,171008.684,0,0.0

weighted_avg,NA,NA,8683753888.880001,NA,2756388983.2209997,NA,1745645.8730000001,NA,272204.61
weighted_%,NA,NA,0.7589260542146042,NA,0.2408975935620768,NA,0.00015256260730147988,NA,2.378961601743063e-05
weighted_total,11442160722.584002
