Simpoints,Weight,ST_OP_CF_val,ST_OP_CF_w_val
517,810.151,14.537,11777.165087
5297,898.498,14.526,13051.581948000001
5168,967.77,14.53,14061.6981
2807,979.819,14.527,14233.830612999998
2215,509.983,14.531,7410.562973
1490,862.35,14.534,12533.394900000001
3954,490.914,14.523,7129.544022
2031,399.553,14.524,5803.107771999999

weighted_avg,NA,NA,86000.88541500001
weighted_%,NA,NA,1.0
weighted_total,86000.88541500001
