Simpoints,Weight,ICACHE_MISS_NOT_PREFETCHED_val,ICACHE_MISS_NOT_PREFETCHED_w_val,ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_IFETCH_val,ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_IFETCH_w_val,ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_FDIP_val,ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_FDIP_w_val,ICACHE_MISS_MSHR_HIT_PREFETCHED_OFFPATH_val,ICACHE_MISS_MSHR_HIT_PREFETCHED_OFFPATH_w_val,ICACHE_MISS_MSHR_HIT_PREFETCHED_ONPATH_val,ICACHE_MISS_MSHR_HIT_PREFETCHED_ONPATH_w_val
517,810.151,0,0.0,0,0.0,0,0.0,869,704021.2189999999,6839,5540622.688999999
5297,898.498,0,0.0,0,0.0,0,0.0,989,888614.522,7659,6881596.182
5168,967.77,0,0.0,0,0.0,0,0.0,1214,1174872.78,7108,6878909.16
2807,979.819,0,0.0,0,0.0,0,0.0,1098,1075841.2619999999,7453,7302591.006999999
2215,509.983,3,1529.949,0,0.0,0,0.0,982,500803.306,6871,3504093.193
1490,862.35,8,6898.8,0,0.0,0,0.0,906,781289.1,7080,6105438.0
3954,490.914,0,0.0,0,0.0,0,0.0,1015,498277.70999999996,7028,3450143.5919999997
2031,399.553,0,0.0,0,0.0,0,0.0,942,376378.926,6722,2685795.266

weighted_avg,NA,NA,8428.749,NA,0.0,NA,0.0,NA,6000098.824999999,NA,42349189.089
weighted_%,NA,NA,0.00017429997902380486,NA,0.0,NA,0.0,NA,0.12407738079971964,NA,0.8757483192212565
weighted_total,48357716.663
