Simpoints,Weight,DCACHE_MISS_val,DCACHE_MISS_w_val,DCACHE_ST_BUFFER_HIT_val,DCACHE_ST_BUFFER_HIT_w_val,DCACHE_HIT_val,DCACHE_HIT_w_val
517,810.151,190249,154130417.59899998,7826,6340241.726,4226193,3423854485.1429996
5297,898.498,192627,173074974.24600002,7624,6850148.752,4226567,3797561996.366
5168,967.77,196652,190313906.04,6266,6064046.82,4221847,4085776871.19
2807,979.819,189238,185418987.922,6440,6310034.359999999,4228777,4143436051.363
2215,509.983,196038,99976047.354,6252,3188413.716,4222472,2153388937.976
1490,862.35,195635,168705842.25,6769,5837247.15,4224573,3643060526.55
3954,490.914,196316,96374272.824,6136,3012248.304,4222143,2072709108.702
2031,399.553,195313,78037895.089,6301,2517583.453,4223044,1687329899.332

weighted_avg,NA,NA,1146032343.324,NA,40119964.280999996,NA,25007117876.622
weighted_%,NA,NA,0.04375293101103942,NA,0.001531689781337778,NA,0.9547153792076228
weighted_total,26193270184.227
