Simpoints,Weight,NODE_CYCLE_val,NODE_CYCLE_w_val
517,810.151,3517519,2849721535.369
5297,898.498,3535589,3176719645.322
5168,967.77,3526146,3412498314.42
2807,979.819,3527396,3456209621.324
2215,509.983,3524848,1797612557.584
1490,862.35,3537285,3050377719.75
3954,490.914,3530321,1733084003.394
2031,399.553,3522208,1407308773.024

weighted_avg,NA,NA,20883532170.186996
weighted_%,NA,NA,1.0
weighted_total,20883532170.186996
