Simpoints,Weight,INST_LOST_WAIT_FOR_ICACHE_MISS_NOT_PREFETCHED_val,INST_LOST_WAIT_FOR_ICACHE_MISS_NOT_PREFETCHED_w_val,INST_LOST_WAIT_FOR_ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_IFETCH_val,INST_LOST_WAIT_FOR_ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_IFETCH_w_val,INST_LOST_WAIT_FOR_ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_FDIP_val,INST_LOST_WAIT_FOR_ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_FDIP_w_val,INST_LOST_WAIT_FOR_ICACHE_MISS_MSHR_HIT_PREF_OFFPATH_val,INST_LOST_WAIT_FOR_ICACHE_MISS_MSHR_HIT_PREF_OFFPATH_w_val,INST_LOST_WAIT_FOR_ICACHE_MISS_MSHR_HIT_PREF_ONPATH_val,INST_LOST_WAIT_FOR_ICACHE_MISS_MSHR_HIT_PREF_ONPATH_w_val
517,810.151,0,0.0,0,0.0,0,0.0,19425,15737183.174999999,177060,143445336.06
5297,898.498,95,85357.31,0,0.0,0,0.0,26930,24196551.14,232345,208761517.81
5168,967.77,0,0.0,0,0.0,0,0.0,34180,33078378.599999998,206120,199476752.4
2807,979.819,35,34293.665,0,0.0,0,0.0,27740,27180179.06,213710,209397118.48999998
2215,509.983,195,99446.685,0,0.0,0,0.0,27375,13960784.625,206890,105510382.87
1490,862.35,3710,3199318.5,0,0.0,0,0.0,25505,21994236.75,214250,184758487.5
3954,490.914,0,0.0,0,0.0,0,0.0,27805,13649863.77,204245,100266729.92999999
2031,399.553,0,0.0,0,0.0,0,0.0,29705,11868721.865,195530,78124598.09

weighted_avg,NA,NA,3418416.16,NA,0.0,NA,0.0,NA,161665898.985,NA,1229740923.1499999
weighted_%,NA,NA,0.0024507845614971722,NA,0.0,NA,0.0,NA,0.11590405345878058,NA,0.8816451619797223
weighted_total,1394825238.2949998
