Simpoints,Weight,INST_LOST_WAIT_FOR_ICACHE_MISS_val,INST_LOST_WAIT_FOR_ICACHE_MISS_w_val
517,810.151,202045,163686958.795
5297,898.498,269645,242275493.21
5168,967.77,245915,237989159.54999998
2807,979.819,248685,243666288.015
2215,509.983,239000,121885937.0
1490,862.35,251880,217208718.0
3954,490.914,237490,116587165.86
2031,399.553,230720,92184868.16

weighted_avg,NA,NA,1435484588.59
weighted_%,NA,NA,1.0
weighted_total,1435484588.59
