Simpoints,Weight,ICACHE_UNUSEFUL_CL_CYC_val,ICACHE_UNUSEFUL_CL_CYC_w_val
49,53.1722,474508748,25230674050.405598
1172,4605.89,422405869,1945554967968.4102

weighted_avg,NA,NA,1970785642018.8157
weighted_%,NA,NA,1.0
weighted_total,1970785642018.8157
