Simpoints,Weight,FDIP_SENIORITY_FTQ_ACCUMULATED_val,FDIP_SENIORITY_FTQ_ACCUMULATED_w_val
49,53.1722,1525167527,81096512779.1494
1172,4605.89,1953287645,8996628031229.05

weighted_avg,NA,NA,9077724544008.2
weighted_%,NA,NA,1.0
weighted_total,9077724544008.2
