Simpoints,Weight,INST_LOST_WAIT_FOR_ICACHE_MISS_val,INST_LOST_WAIT_FOR_ICACHE_MISS_w_val
49,53.1722,3945140,209771773.10799998
1172,4605.89,3944810,18169360930.9

weighted_avg,NA,NA,18379132704.008003
weighted_%,NA,NA,1.0
weighted_total,18379132704.008003
