Simpoints,Weight,ICACHE_UNUSEFUL_CL_val,ICACHE_UNUSEFUL_CL_w_val
49,53.1722,171570,9122754.354
1172,4605.89,183696,846083569.44

weighted_avg,NA,NA,855206323.794
weighted_%,NA,NA,1.0
weighted_total,855206323.794
