Simpoints,Weight,FDIP_FTQ_OCCUPANCY_OPS_ACCUMULATED_val,FDIP_FTQ_OCCUPANCY_OPS_ACCUMULATED_w_val
49,53.1722,792752800,42152410432.159996
1172,4605.89,724007636,3334699530576.04

weighted_avg,NA,NA,3376851941008.2
weighted_%,NA,NA,1.0
weighted_total,3376851941008.2
