Simpoints,Weight,ST_OP_CF_val,ST_OP_CF_w_val
49,53.1722,13.849,736.3817978
1172,4605.89,13.733,63252.68737000001

weighted_avg,NA,NA,63989.06916780001
weighted_%,NA,NA,1.0
weighted_total,63989.06916780001
