Simpoints,Weight,FDIP_BLOOM_HIT_val,FDIP_BLOOM_HIT_w_val,FDIP_BLOOM_MISS_val,FDIP_BLOOM_MISS_w_val
49,53.1722,1482807,78844110.3654,90171,4794590.4462
1172,4605.89,1468963,6765881992.070001,107815,496584030.35

weighted_avg,NA,NA,6844726102.435401,NA,501378620.79620004
weighted_%,NA,NA,0.9317490507301617,NA,0.06825094926983837
weighted_total,7346104723.231601
