Simpoints,Weight,FDIP_PREF_MSHR_PROBE_HIT_ONPATH_val,FDIP_PREF_MSHR_PROBE_HIT_ONPATH_w_val,FDIP_PREF_MSHR_PROBE_HIT_OFFPATH_val,FDIP_PREF_MSHR_PROBE_HIT_OFFPATH_w_val
49,53.1722,117323,6238322.020599999,53301,2834131.4321999997
1172,4605.89,142927,658306040.0300001,55904,257487674.56000003

weighted_avg,NA,NA,664544362.0506,NA,260321805.99220002
weighted_%,NA,NA,0.7185302966124358,NA,0.28146970338756416
weighted_total,924866168.0428001
