Simpoints,Weight,NODE_CYCLE_val,NODE_CYCLE_w_val
49,53.1722,4561371,242538131.0862
1172,4605.89,4350043,20035819553.27

weighted_avg,NA,NA,20278357684.3562
weighted_%,NA,NA,1.0
weighted_total,20278357684.3562
