Simpoints,Weight,FDIP_FTQ_OCCUPANCY_BLOCKS_ACCUMULATED_val,FDIP_FTQ_OCCUPANCY_BLOCKS_ACCUMULATED_w_val
49,53.1722,105172089,5592231350.7258
1172,4605.89,95017265,437639070690.85004

weighted_avg,NA,NA,443231302041.5758
weighted_%,NA,NA,1.0
weighted_total,443231302041.5758
