Simpoints,Weight,FDIP_AVG_FTQ_OCCUPANCY_val,FDIP_AVG_FTQ_OCCUPANCY_w_val
4118,2431.67,18,43770.06
1010,22.174,18,399.132
1362,2347.06,18,42247.08
5198,1186.62,18,21359.159999999996

weighted_avg,NA,NA,107775.432
weighted_%,NA,NA,1.0
weighted_total,107775.432
