Simpoints,Weight,INST_LOST_WAIT_FOR_ICACHE_MISS_val,INST_LOST_WAIT_FOR_ICACHE_MISS_w_val
4118,2431.67,18158925,44156513154.75
1010,22.174,17966590,398391166.65999997
1362,2347.06,17983650,42208705569.0
5198,1186.62,18165720,21555806666.399998

weighted_avg,NA,NA,108319416556.81
weighted_%,NA,NA,1.0
weighted_total,108319416556.81
