Simpoints,Weight,FDIP_FTQ_OCCUPANCY_BLOCKS_ACCUMULATED_val,FDIP_FTQ_OCCUPANCY_BLOCKS_ACCUMULATED_w_val
4118,2431.67,130532627,317412273097.09
1010,22.174,139709592,3097920493.008
1362,2347.06,129903139,304890461421.33997
5198,1186.62,131391680,155911995321.59998

weighted_avg,NA,NA,781312650333.038
weighted_%,NA,NA,1.0
weighted_total,781312650333.038
