Simpoints,Weight,ICACHE_FILL_CORRECT_REQ_CYCLE_DELTA_BY_ON_FDIP_HIT_BY_DEMAND_LOAD_val,ICACHE_FILL_CORRECT_REQ_CYCLE_DELTA_BY_ON_FDIP_HIT_BY_DEMAND_LOAD_w_val,ICACHE_FILL_CORRECT_REQ_CYCLE_DELTA_BY_OFF_FDIP_HIT_BY_DEMAND_LOAD_val,ICACHE_FILL_CORRECT_REQ_CYCLE_DELTA_BY_OFF_FDIP_HIT_BY_DEMAND_LOAD_w_val
4118,2431.67,3100739,7539974004.13,0,0.0
1010,22.174,3059897,67850156.078,0,0.0
1362,2347.06,3061992,7186678943.5199995,0,0.0
5198,1186.62,3101412,3680197507.4399996,0,0.0

weighted_avg,NA,NA,18474700611.168,NA,0.0
weighted_%,NA,NA,1.0,NA,0.0
weighted_total,18474700611.168
