Simpoints,Weight,FDIP_FTQ_OCCUPANCY_OPS_ACCUMULATED_val,FDIP_FTQ_OCCUPANCY_OPS_ACCUMULATED_w_val
4118,2431.67,1241731620,3019481528405.4
1010,22.174,1272343195,28212938005.93
1362,2347.06,1236291709,2901650818525.54
5198,1186.62,1247628275,1480460663680.4998

weighted_avg,NA,NA,7429805948617.37
weighted_%,NA,NA,1.0
weighted_total,7429805948617.37
