Simpoints,Weight,ICACHE_FILL_CORRECT_REQ_BY_ON_FDIP_HIT_BY_DEMAND_LOAD_val,ICACHE_FILL_CORRECT_REQ_BY_ON_FDIP_HIT_BY_DEMAND_LOAD_w_val,ICACHE_FILL_CORRECT_REQ_BY_OFF_FDIP_HIT_BY_DEMAND_LOAD_val,ICACHE_FILL_CORRECT_REQ_BY_OFF_FDIP_HIT_BY_DEMAND_LOAD_w_val
4118,2431.67,105231,255887065.77,0,0.0
1010,22.174,105205,2332815.67,0,0.0
1362,2347.06,105653,247973930.18,0,0.0
5198,1186.62,105882,125641698.83999999,0,0.0

weighted_avg,NA,NA,631835510.46,NA,0.0
weighted_%,NA,NA,1.0,NA,0.0
weighted_total,631835510.46
