Simpoints,Weight,NODE_CYCLE_val,NODE_CYCLE_w_val
4118,2431.67,7277120,17695554390.4
1010,22.174,7544662,167295335.188
1362,2347.06,7239154,16990728787.24
5198,1186.62,7273810,8631248422.199999

weighted_avg,NA,NA,43484826935.028
weighted_%,NA,NA,1.0
weighted_total,43484826935.028
