Simpoints,Weight,ICACHE_MISS_MSHR_HIT_BY_FDIP_ONPATH_val,ICACHE_MISS_MSHR_HIT_BY_FDIP_ONPATH_w_val,ICACHE_MISS_MSHR_HIT_BY_FDIP_OFFPATH_val,ICACHE_MISS_MSHR_HIT_BY_FDIP_OFFPATH_w_val
4118,2431.67,117568,285886578.56,24226,58909637.42
1010,22.174,117729,2610522.846,24300,538828.2
1362,2347.06,118335,277739345.09999996,25177,59091929.62
5198,1186.62,118036,140063878.32,24056,28545330.72

weighted_avg,NA,NA,706300324.826,NA,147085725.96
weighted_%,NA,NA,0.827644562710477,NA,0.17235543728952288
weighted_total,853386050.786
