Simpoints,Weight,ICACHE_HIT_BY_FDIP_ONPATH_val,ICACHE_HIT_BY_FDIP_ONPATH_w_val,ICACHE_HIT_BY_FDIP_OFFPATH_val,ICACHE_HIT_BY_FDIP_OFFPATH_w_val
4118,2431.67,262980,639480576.6,137896,335317566.32
1010,22.174,260255,5770894.37,138614,3073626.836
1362,2347.06,266256,624918807.36,135711,318521859.65999997
5198,1186.62,260684,309332848.08,138546,164401454.51999998

weighted_avg,NA,NA,1579503126.4099998,NA,821314507.336
weighted_%,NA,NA,0.6579021680815874,NA,0.34209783191841253
weighted_total,2400817633.746
