Simpoints,Weight,ICACHE_UNUSEFUL_CL_CYC_val,ICACHE_UNUSEFUL_CL_CYC_w_val
4118,2431.67,500506229,1217065981872.43
1010,22.174,581964655,12904484259.97
1362,2347.06,502929737,1180406268523.22
5198,1186.62,498400141,591411575313.4199

weighted_avg,NA,NA,3001788309969.04
weighted_%,NA,NA,1.0
weighted_total,3001788309969.04
