Simpoints,Weight,FDIP_AVG_FTQ_OCCUPANCY_val,FDIP_AVG_FTQ_OCCUPANCY_w_val
4118,2431.67,13,31611.71
1010,22.174,13,288.262
1362,2347.06,13,30511.78
5198,1186.62,13,15426.059999999998

weighted_avg,NA,NA,77837.81199999999
weighted_%,NA,NA,1.0
weighted_total,77837.81199999999
