Simpoints,Weight,ICACHE_HIT_val,ICACHE_HIT_w_val,ICACHE_MISS_val,ICACHE_MISS_w_val
4118,2431.67,1695986,4124078276.62,77919,189473294.73000002
1010,22.174,1696401,37615995.774,77520,1718928.48
1362,2347.06,1698828,3987251245.68,77716,182404114.96
5198,1186.62,1682178,1996106058.36,76702,91016127.24

weighted_avg,NA,NA,10145051576.434,NA,464612465.41
weighted_%,NA,NA,0.9562085600846935,NA,0.043791439915306554
weighted_total,10609664041.844
