Simpoints,Weight,FDIP_AVG_FTQ_OCCUPANCY_val,FDIP_AVG_FTQ_OCCUPANCY_w_val
4118,2431.67,29,70518.43000000001
1010,22.174,30,665.22
1362,2347.06,29,68064.74
5198,1186.62,29,34411.979999999996

weighted_avg,NA,NA,173660.37
weighted_%,NA,NA,1.0
weighted_total,173660.37
