Simpoints,Weight,ICACHE_FILL_CORRECT_REQ_CYCLE_DELTA_BY_ON_FDIP_HIT_BY_DEMAND_LOAD_val,ICACHE_FILL_CORRECT_REQ_CYCLE_DELTA_BY_ON_FDIP_HIT_BY_DEMAND_LOAD_w_val,ICACHE_FILL_CORRECT_REQ_CYCLE_DELTA_BY_OFF_FDIP_HIT_BY_DEMAND_LOAD_val,ICACHE_FILL_CORRECT_REQ_CYCLE_DELTA_BY_OFF_FDIP_HIT_BY_DEMAND_LOAD_w_val
4118,2431.67,1335247,3246880072.4900002,0,0.0
1010,22.174,1337937,29667415.038,0,0.0
1362,2347.06,1304930,3062749005.7999997,0,0.0
5198,1186.62,1343170,1593832385.3999999,0,0.0

weighted_avg,NA,NA,7933128878.728,NA,0.0
weighted_%,NA,NA,1.0,NA,0.0
weighted_total,7933128878.728
