Simpoints,Weight,FDIP_NEW_PREFETCHES_ONPATH_val,FDIP_NEW_PREFETCHES_ONPATH_w_val,FDIP_NEW_PREFETCHES_OFFPATH_val,FDIP_NEW_PREFETCHES_OFFPATH_w_val
4118,2431.67,430735,1047405377.45,103813,252438957.71
1010,22.174,426427,9455592.298,109626,2430846.924
1362,2347.06,432962,1016187791.72,102041,239496349.46
5198,1186.62,429038,509105071.55999994,102149,121212046.38

weighted_avg,NA,NA,2582153833.028,NA,615578200.474
weighted_%,NA,NA,0.8074953767155252,NA,0.1925046232844748
weighted_total,3197732033.502
