Simpoints,Weight,INST_LOST_WAIT_FOR_ICACHE_MISS_val,INST_LOST_WAIT_FOR_ICACHE_MISS_w_val
4118,2431.67,2773635,6744565020.45
1010,22.174,2952015,65457980.61
1362,2347.06,2878380,6755730562.8
5198,1186.62,2793265,3314544114.2999997

weighted_avg,NA,NA,16880297678.16
weighted_%,NA,NA,1.0
weighted_total,16880297678.16
